codigo_ibge,nome,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario,geohash
4107603,Faxinal,-24.0077,-51.3227,0,41,7549,43,America/Sao_Paulo,6gex2j
4107652,Fazenda Rio Grande,-25.6624,-49.3073,0,41,9983,41,America/Sao_Paulo,6gkyjb
4107702,Fênix,-23.9135,-51.9805,0,41,7551,44,America/Sao_Paulo,6gepcn
4107736,Fernandes Pinheiro,-25.4107,-50.5456,0,41,854,42,America/Sao_Paulo,6gkp3y
4107751,Figueira,-23.8455,-50.4031,0,41,8457,43,America/Sao_Paulo,6gu0m5
4107850,Flor da Serra do Sul,-26.2523,-53.3092,0,41,5475,46,America/Sao_Paulo,6g64du
4107801,Floraí,-23.3178,-52.3029,0,41,7553,44,America/Sao_Paulo,6gfg3g
4107900,Floresta,-23.6031,-52.0807,0,41,7555,44,America/Sao_Paulo,6gfcwz
4108007,Florestópolis,-22.8623,-51.3882,0,41,7557,43,America/Sao_Paulo,6ggmyw
4108106,Flórida,-23.0847,-51.9546,0,41,7559,44,America/Sao_Paulo,6ggh9t
4108205,Formosa do Oeste,-24.2951,-53.3114,0,41,7561,44,America/Sao_Paulo,6gdjfc
4108304,Foz do Iguaçu,-25.5427,-54.5827,0,41,7563,45,America/Sao_Paulo,6g3nty
4108452,Foz do Jordão,-25.7371,-52.1188,0,41,856,42,America/Sao_Paulo,6g6vw4
4108320,Francisco Alves,-24.0667,-53.8461,0,41,7977,44,America/Sao_Paulo,6g9xnd
4108403,Francisco Beltrão,-26.0817,-53.0535,0,41,7565,46,America/Sao_Paulo,6g678e
4108502,General Carneiro,-26.425,-51.3172,0,41,7567,42,America/Sao_Paulo,6g798j
4108551,Godoy Moreira,-24.173,-51.9246,0,41,9947,43,America/Sao_Paulo,6gen6r
4108601,Goioerê,-24.1835,-53.0248,0,41,7569,44,America/Sao_Paulo,6gdq3m
4108650,Goioxim,-25.1927,-51.9911,0,41,858,42,America/Sao_Paulo,6ge08v
4108700,Grandes Rios,-24.1466,-51.5094,0,41,7959,43,America/Sao_Paulo,6geqeu
4108809,Guaíra,-24.085,-54.2573,0,41,7571,44,America/Sao_Paulo,6g9qvr
4108908,Guairaçá,-22.932,-52.6906,0,41,7573,44,America/Sao_Paulo,6gft8c
4108957,Guamiranga,-25.1912,-50.8021,0,41,860,42,America/Sao_Paulo,6gebey
4109005,Guapirama,-23.5203,-50.0407,0,41,7575,43,America/Sao_Paulo,6gu6jq
4109104,Guaporema,-23.3402,-52.7786,0,41,7577,44,America/Sao_Paulo,6gf7nz
4109203,Guaraci,-22.9694,-51.6504,0,41,7579,43,America/Sao_Paulo,6ggm2d
4109302,Guaraniaçu,-25.0968,-52.8755,0,41,7581,45,America/Sao_Paulo,6gd3hz
4109401,Guarapuava,-25.3902,-51.4623,0,41,7583,42,America/Sao_Paulo,6g7rsc
4109500,Guaraqueçaba,-25.3071,-48.3204,0,41,7585,41,America/Sao_Paulo,6gt8h2
4109609,Guaratuba,-25.8817,-48.5752,0,41,7587,41,America/Sao_Paulo,6gmky8
4109658,Honório Serpa,-26.139,-52.3848,0,41,9981,46,America/Sao_Paulo,6g6erc
4109708,Ibaiti,-23.8478,-50.1932,0,41,7589,43,America/Sao_Paulo,6gu23f
4109757,Ibema,-25.1193,-53.0072,0,41,9949,45,America/Sao_Paulo,6gd31g
4109807,Ibiporã,-23.2659,-51.0522,0,41,7591,43,America/Sao_Paulo,6ggewk
4109906,Icaraíma,-23.3944,-53.615,0,41,7593,44,America/Sao_Paulo,6gcfgv
4110003,Iguaraçu,-23.1949,-51.8256,0,41,7595,44,America/Sao_Paulo,6gghh9
4110052,Iguatu,-24.7153,-53.0827,0,41,5467,45,America/Sao_Paulo,6gd72h
4110078,Imbaú,-24.448,-50.7533,0,41,862,42,America/Sao_Paulo,6geuvj
4110102,Imbituva,-25.2285,-50.5989,0,41,7597,42,America/Sao_Paulo,6gs02x
4110201,Inácio Martins,-25.5704,-51.0769,0,41,7599,42,America/Sao_Paulo,6g7wt9
4110300,Inajá,-22.7509,-52.1995,0,41,7601,44,America/Sao_Paulo,6gfys4
4110409,Indianópolis,-23.4762,-52.6989,0,41,7961,44,America/Sao_Paulo,6gfd2y
4110508,Ipiranga,-25.0238,-50.5794,0,41,7603,42,America/Sao_Paulo,6gs19h
4110607,Iporã,-24.0083,-53.706,0,41,7605,44,America/Sao_Paulo,6g9z3v
4110656,Iracema do Oeste,-24.4262,-53.3528,0,41,5485,44,America/Sao_Paulo,6gdj1c
4110706,Irati,-25.4697,-50.6493,0,41,7607,42,America/Sao_Paulo,6g7zp7
4110805,Iretama,-24.4253,-52.1012,0,41,7609,44,America/Sao_Paulo,6gdvn3
4110904,Itaguajé,-22.6183,-51.9674,0,41,7611,44,America/Sao_Paulo,6ggp36
4110953,Itaipulândia,-25.1366,-54.3001,0,41,5525,45,America/Sao_Paulo,6g93h2
4111001,Itambaracá,-23.0181,-50.4097,0,41,7613,43,America/Sao_Paulo,6gujhc
4111100,Itambé,-23.6601,-51.9912,0,41,7615,44,America/Sao_Paulo,6gg12u
4111209,Itapejara d'Oeste,-25.9619,-52.8152,0,41,7617,46,America/Sao_Paulo,6g6kq1
4111258,Itaperuçu,-25.2193,-49.3454,0,41,5451,41,America/Sao_Paulo,6gsbt0
4111308,Itaúna do Sul,-22.7289,-52.8874,0,41,7619,44,America/Sao_Paulo,6gfqsw
4111407,Ivaí,-25.0067,-50.857,0,41,7621,42,America/Sao_Paulo,6gecdx
4111506,Ivaiporã,-24.2485,-51.6754,0,41,7623,43,America/Sao_Paulo,6geq01
4111555,Ivaté,-23.4072,-53.3687,0,41,9955,44,America/Sao_Paulo,6gf4cd
4111605,Ivatuba,-23.6187,-52.2203,0,41,7625,44,America/Sao_Paulo,6gfces
4111704,Jaboti,-23.7435,-50.0729,0,41,7627,43,America/Sao_Paulo,6gu2ut
4111803,Jacarezinho,-23.1591,-49.9739,0,41,7629,43,America/Sao_Paulo,6gukqb
4111902,Jaguapitã,-23.1104,-51.5342,0,41,7631,43,America/Sao_Paulo,6ggke2
4112009,Jaguariaíva,-24.2439,-49.7066,0,41,7633,43,America/Sao_Paulo,6gswhf
4112108,Jandaia do Sul,-23.6011,-51.6448,0,41,7635,43,America/Sao_Paulo,6gg38z
4112207,Janiópolis,-24.1401,-52.7784,0,41,7637,44,America/Sao_Paulo,6gdqwv
4112306,Japira,-23.8142,-50.1422,0,41,7639,43,America/Sao_Paulo,6gu2db
4112405,Japurá,-23.4693,-52.5557,0,41,7641,44,America/Sao_Paulo,6gfdkp
4112504,Jardim Alegre,-24.1809,-51.6902,0,41,7643,43,America/Sao_Paulo,6genry
4112603,Jardim Olinda,-22.5523,-52.0503,0,41,7645,44,America/Sao_Paulo,6gfzxw
4112702,Jataizinho,-23.2578,-50.9777,0,41,7647,43,America/Sao_Paulo,6ggexy
4112751,Jesuítas,-24.3839,-53.3849,0,41,7997,44,America/Sao_Paulo,6gdj31
4112801,Joaquim Távora,-23.4987,-49.909,0,41,7649,43,America/Sao_Paulo,6gud26
4112900,Jundiaí do Sul,-23.4357,-50.2496,0,41,7651,43,America/Sao_Paulo,6gu68t
4112959,Juranda,-24.4209,-52.8413,0,41,8463,44,America/Sao_Paulo,6gdmjd
4113007,Jussara,-23.6219,-52.4693,0,41,7653,44,America/Sao_Paulo,6gf9w5
4113106,Kaloré,-23.8188,-51.6687,0,41,7655,43,America/Sao_Paulo,6gg22r
4113205,Lapa,-25.7671,-49.7168,0,41,7657,41,America/Sao_Paulo,6gktkt
4113254,Laranjal,-24.8862,-52.47,0,41,5501,42,America/Sao_Paulo,6gddqj
4113304,Laranjeiras do Sul,-25.4077,-52.4109,0,41,7659,42,America/Sao_Paulo,6g6xrq
4113403,Leópolis,-23.0818,-50.7511,0,41,7661,43,America/Sao_Paulo,6ggutn
4113429,Lidianópolis,-24.11,-51.6506,0,41,5507,43,America/Sao_Paulo,6geqbd
4113452,Lindoeste,-25.2596,-53.5733,0,41,9959,45,America/Sao_Paulo,6g9bkc
4113502,Loanda,-22.9232,-53.1362,0,41,7663,44,America/Sao_Paulo,6gfjwf
4113601,Lobato,-23.0058,-51.9524,0,41,7665,44,America/Sao_Paulo,6ggj1g
4113700,Londrina,-23.304,-51.1691,0,41,7667,43,America/Sao_Paulo,6gge7t
4113734,Luiziana,-24.2853,-52.269,0,41,8481,44,America/Sao_Paulo,6gdvfd
4113759,Lunardelli,-24.0821,-51.7368,0,41,8459,43,America/Sao_Paulo,6genyx
4113809,Lupionópolis,-22.755,-51.6601,0,41,7669,43,America/Sao_Paulo,6ggq83
4113908,Mallet,-25.8806,-50.8173,0,41,7671,42,America/Sao_Paulo,6g7ug8
4114005,Mamborê,-24.317,-52.5271,0,41,7673,44,America/Sao_Paulo,6gdtst
4114104,Mandaguaçu,-23.3458,-52.0944,0,41,7675,44,America/Sao_Paulo,6gfgnw
4114203,Mandaguari,-23.5446,-51.671,0,41,7677,44,America/Sao_Paulo,6gg601
4114302,Mandirituba,-25.777,-49.3282,0,41,7679,41,America/Sao_Paulo,6gkvme
4114351,Manfrinópolis,-26.1441,-53.3113,0,41,864,46,America/Sao_Paulo,6g656b
4114401,Mangueirinha,-25.9421,-52.1743,0,41,7511,46,America/Sao_Paulo,6g6ukt
4114500,Manoel Ribas,-24.5144,-51.6658,0,41,7681,43,America/Sao_Paulo,6gek83
4114609,Marechal Cândido Rondon,-24.557,-54.0571,0,41,7683,45,America/Sao_Paulo,6g9s3c
4114708,Maria Helena,-23.6158,-53.2053,0,41,7685,44,America/Sao_Paulo,6gf1tk
4114807,Marialva,-23.4843,-51.7928,0,41,7687,44,America/Sao_Paulo,6gg4mk
4114906,Marilândia do Sul,-23.7425,-51.3137,0,41,7433,43,America/Sao_Paulo,6gg8bm
4115002,Marilena,-22.7336,-53.0402,0,41,7975,44,America/Sao_Paulo,6gfq9j
4115101,Mariluz,-24.0089,-53.1432,0,41,7689,44,America/Sao_Paulo,6gdpqt
4115200,Maringá,-23.4205,-51.9333,0,41,7691,44,America/Sao_Paulo,6gg4f0
4115309,Mariópolis,-26.355,-52.5532,0,41,7693,46,America/Sao_Paulo,6g6dh4
4115358,Maripá,-24.42,-53.8286,0,41,5487,44,America/Sao_Paulo,6g9tp4
4115408,Marmeleiro,-26.1472,-53.0267,0,41,7695,46,America/Sao_Paulo,6g6732
4115457,Marquinho,-25.112,-52.2497,0,41,866,42,America/Sao_Paulo,6gdc5h
4115507,Marumbi,-23.7058,-51.6404,0,41,7697,43,America/Sao_Paulo,6gg30u
4115606,Matelândia,-25.2496,-53.9935,0,41,7699,45,America/Sao_Paulo,6g9877
4115705,Matinhos,-25.8237,-48.549,0,41,7963,41,America/Sao_Paulo,6gmmp4
4115739,Mato Rico,-24.6995,-52.1454,0,41,5503,42,America/Sao_Paulo,6gdgmr
4115754,Mauá da Serra,-23.8988,-51.2277,0,41,5459,43,America/Sao_Paulo,6gg843
4115804,Medianeira,-25.2977,-54.0943,0,41,7701,45,America/Sao_Paulo,6g9814
4115853,Mercedes,-24.4538,-54.1618,0,41,5531,45,America/Sao_Paulo,6g9kzs
4115903,Mirador,-23.255,-52.7761,0,41,7703,44,America/Sao_Paulo,6gf7xn
4116000,Miraselva,-22.9657,-51.4846,0,41,7705,43,America/Sao_Paulo,6ggmk7
4116059,Missal,-25.0919,-54.2477,0,41,8469,45,America/Sao_Paulo,6g93m8
4116109,Moreira Sales,-24.0509,-53.0102,0,41,7707,44,America/Sao_Paulo,6gdr1t
4116208,Morretes,-25.4744,-48.8345,0,41,7709,41,America/Sao_Paulo,6gmr0d
4116307,Munhoz de Melo,-23.1487,-51.7737,0,41,7711,44,America/Sao_Paulo,6gghmc
4116406,Nossa Senhora das Graças,-22.9129,-51.7978,0,41,7713,44,America/Sao_Paulo,6ggjtk
4116505,Nova Aliança do Ivaí,-23.1763,-52.6032,0,41,7715,44,America/Sao_Paulo,6gfs4u
4116604,Nova América da Colina,-23.3308,-50.7168,0,41,7717,43,America/Sao_Paulo,6gggmb
4116703,Nova Aurora,-24.5289,-53.2575,0,41,7965,45,America/Sao_Paulo,6gdhkn
4116802,Nova Cantu,-24.6723,-52.5661,0,41,7719,44,America/Sao_Paulo,6gdeeu
4116901,Nova Esperança,-23.182,-52.2031,0,41,7721,44,America/Sao_Paulo,6gfuh5
4116950,Nova Esperança do Sudoeste,-25.9004,-53.2618,0,41,5477,46,America/Sao_Paulo,6g6heu
4117008,Nova Fátima,-23.4324,-50.5665,0,41,7723,43,America/Sao_Paulo,6gu49q
4117057,Nova Laranjeiras,-25.3054,-52.5447,0,41,5479,42,America/Sao_Paulo,6gd8h3
4117107,Nova Londrina,-22.7639,-52.9868,0,41,7725,44,America/Sao_Paulo,6gfq6r
4117206,Nova Olímpia,-23.4703,-53.0898,0,41,7967,44,America/Sao_Paulo,6gf4rz
4117255,Nova Prata do Iguaçu,-25.6309,-53.3469,0,41,7995,46,America/Sao_Paulo,6g6n4n
4117214,Nova Santa Bárbara,-23.5865,-50.7598,0,41,5457,43,America/Sao_Paulo,6ggcuf
4117222,Nova Santa Rosa,-24.4693,-53.9552,0,41,7979,45,America/Sao_Paulo,6g9su1
4117271,Nova Tebas,-24.438,-51.9454,0,41,9913,42,America/Sao_Paulo,6gehcz
4117297,Novo Itacolomi,-23.7631,-51.5079,0,41,5517,43,America/Sao_Paulo,6gg2gf
4117305,Ortigueira,-24.2058,-50.9185,0,41,7727,42,America/Sao_Paulo,6gey33
4117404,Ourizona,-23.4053,-52.1964,0,41,7729,44,America/Sao_Paulo,6gffu5
4117453,Ouro Verde do Oeste,-24.7933,-53.9043,0,41,9965,45,America/Sao_Paulo,6g9dvq
4117503,Paiçandu,-23.4555,-52.046,0,41,7731,44,America/Sao_Paulo,6gffxd
4117602,Palmas,-26.4839,-51.9888,0,41,7733,46,America/Sao_Paulo,6g712f
